,index,title,description,price,details,parent_asin
227,65121,Gentlehomme Face Moisturizer For Men - Mens Facial Lotion with Neroli Essential Oil Scent - Collagen & Stem Cells - Daily Anti-Aging Moisturizer for Dry & Oily Skin - 4 oz,,,"{'Brand': 'Gentlehomme', 'Scent': 'Fresh', 'Item Form': 'Lotion', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Package Dimensions': '3 x 2.83 x 2.4 inches; 4 Ounces', 'UPC': '860001419924'}",B0851QJPZY
228,65356,"HOMOST Starry Magnetic Cat Eye Gel Nail Polish Set, 6PCS Galactic Auroras Chameleon Gel Nail Polish Kit With Magnet",,,"{'Brand': 'Homost', 'Item Form': 'Gel', 'Color': 'Black', 'Type': 'gel', 'Finish Type': 'Glossy', 'Material Feature': 'Non-Toxic, Natural', 'Age Range (Description)': 'Adult', 'Number of Items': '6', 'Package Dimensions': '7.48 x 3.23 x 1.18 inches; 6.7 Ounces'}",B09BKK8G76
229,65961,"CAXIRO IPL Hair Removal Device for Women and Man, Permanent Reduction in Hair Regrowth for Body, Face & Precision Areas (Bikini and Underarms)",,49.99,"{'Package Dimensions': '7.76 x 7.68 x 2.32 inches; 1.48 Pounds', 'UPC': '791324774318'}",B08VJ7CZW3
230,67223,EASYDEW Fill Up Volume Spot 0.67 fl oz -Anti-Aging Filler Spot Good for Topical Wrinkle Care with Hyaluronic Acid I Moisturizer with Instant Filling Effect and Skin Renewal | For Topical Area,,,"{'Brand': 'EASYDEW', 'Scent': 'Aloe Vera', 'Item Form': 'Cream', 'Active Ingredients': 'Hyaluronic acid', 'Number of Items': '1', 'Product Dimensions': '1.46 x 0.91 x 5.71 inches; 1.41 Ounces'}",B07VDCD17L
231,68108,"Amtidy Solid Color Vintage Modern Style Elastic Women's Rhinestone Crown Tiara, Bridal Wedding Dance Party Birthday Party Women's Headband Tiara, Queen Tiara With Comb（Silver）",,,"{'Material': 'Rubber', 'Fabric Type': 'Elastic', 'Brand': 'Amtidy', 'Item Form': 'Spiral', 'Unit Count': '10.00 Count', 'Package Dimensions': '11.65 x 5.63 x 3.23 inches; 12.03 Ounces', 'UPC': '782931993780'}",B08BYKQS9S
232,68723,"Laloirelle Deep Hydration Face Oil - Nourishing Helichrysum Oil, Avocado Oil Infused With Red Ginseng, Shitake Mushroom, Elderflower - Unparalleled For Moisturizing Very Dry, Dull or Aging Skin - 1.0 fl oz",,,"{'Brand': 'Laloirelle', 'Item Form': 'Oil', 'Unit Count': '1.00 Fl Oz', 'Number of Items': '1', 'Use for': 'Face', 'Package Dimensions': '5.67 x 2.32 x 2.32 inches; 4.69 Ounces', 'Item model number': 'DH30'}",B08DXZ5VXB
233,68847,"Qiray Hair Ties Hair Accessories Set For Girls and Women,Large Retractable Cotton,18 Colors 36 Pieces.",,,"{'Material': 'Cotton', 'Item Form': 'Elastic', 'Brand': 'Qiray', 'Item Dimensions LxWxH': '5.51 x 5.51 x 1.57 inches', 'Hair Type': 'Straight', 'Product Dimensions': '5.51 x 5.51 x 1.57 inches; 3.99 Ounces', 'UPC': '655160582479'}",B07YL4485K
234,69226,"Magnesium Serum For Kids - All Natural Rub for Kids and Babies, Toxic Free + Free Magnesium Chart PDF",,25.99,"{'Brand': 'Raise Them Well', 'Item Form': 'Liquid', 'Unit Count': '2 Fl. Oz', 'Flavor': 'Unflavored', 'Number of Items': '1', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.41 x 1.5 x 1.5 inches; 3.2 Ounces', 'UPC': '853647007044', 'Manufacturer': 'Raise Them Well'}",B0713VF172
235,69361,"NEW Challenger Men's Rinse Free Hand Wash - 1oz - Portable, 30% Alcohol Hand Wash both Cleans & Moisturizes. Hydrates Hands, Forearms, & Skin - Cleansing 30% Alc. Based Formula Washes and Nourishes",,,"{'Item Form': 'Liquid', 'Skin Type': 'Dry', 'Brand': 'Challenger', 'Scent': 'Aloe Vera', 'Age Range (Description)': 'Adult', 'Package Dimensions': '4 x 1 x 1 inches; 2.4 Ounces', 'UPC': '851264008338'}",B087J3H22J
236,69417,"QIC 4D Silk Fiber Lash Mascara, Fiber Mascara, Waterproof Mascara, Natural Thick Thickening and Lengthening Mascara Lasting All Day",,,"{'Brand': 'Joruby', 'Unit Count': '1.00 Count', 'Water Resistance Level': 'Waterproof', 'Package Dimensions': '5.3 x 0.8 x 0.8 inches; 0.81 Ounces'}",B081M5R5L5
237,69478,Girzzur fashion headbands for women-(6 Pack) yoga running headbands for women nonslip of wide boho Face washing makeup cloth hair bands,,,"{'Age Range (Description)': 'Adult', 'Material': 'Spandex', 'Fabric Type': 'Cloth,Elastic,Spandex,Nylon', 'Number of Items': '6', 'Brand': 'Girzzur', 'Package Dimensions': '11.06 x 7.68 x 2.56 inches; 4.16 Ounces', 'Item model number': 'NVSTD-01', 'UPC': '782937993012'}",B0885W8GCL
238,69594,Nxconsu 8Pcs Rhinestone Headbands for Women Girls Teens Kids Fashion Comfort No Hurting Hair Accessories Thin Hair Bands Crystal Exquisite Color Selection,,,"{'Age Range (Description)': 'Child', 'Occasion': 'Wedding, Birthday', 'Material': 'Silk, Cotton', 'Fabric Type': 'Rhinestone', 'Number of Items': '1', 'Package Dimensions': '8.15 x 6.77 x 1.54 inches; 8.5 Ounces'}",B08G149DSD
239,69683,"NeWisdom 72 PCS Toddler Girls Hair Accessory Set with Gift Packing Organization Box, Gifts for Grandkids, Cute Hair Bows Hair Clips Hair Bands for Girls Toddlers, Multi-Style Elastic Hair Ties Hair Accessories for Baby Girls Age 3 4 5 6",,,"{'Brand': 'NeWisdom', 'Hair Type': 'All', 'Color': 'GirlsKit', 'Age Range (Description)': 'Babies', 'Embellishment': 'Bow', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '10.83 x 7.28 x 1.77 inches; 14.57 Ounces', 'Manufacturer recommended age': '5 months and up', 'Item model number': 'NW-GirlsKit-36Grid', 'Department': 'Baby-girls', 'UPC': '778942698455', 'Manufacturer': 'NeWisdom'}",B07HR754WV
240,69776,lilah b. - Bronzed Beauty Bronzer Duo - b. sunkissed - Multipurpose Bronzer Duo to Highlight + Contour and Blend,,,"{'Brand': 'LILAH B', 'Skin Tone': 'All', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Style': 'Compact', 'Package Dimensions': '3.8 x 3.5 x 1 inches; 0.32 Ounces', 'UPC': '851078006100'}",B01EK2F1PC
241,70143,"Travel Friendly Face Cleanser, Quick Cleansing Dry Tissue 20 Packs - Dry Facial Wipes Makeup Remover Travel Size, Exfoliating Wipes For Face",,,"{'Brand': 'a DAILY SELF-CARE COSMETICS avajar', 'Skin Type': 'All Skin,Dry', 'Material Feature': 'Natural', 'Unit Count': '20.00 Count', 'Number of Items': '20', 'Product Dimensions': '5.51 x 2.76 x 3.94 inches; 3.21 Ounces'}",B083BGJ4P9
242,71947,NAILGIL Poly Nail Gel (Temperature),,,"{'Brand': 'NAIL GIL', 'Item Form': 'Gel', 'Type': 'gel', 'Unit Count': '1.00 Count', 'Item Dimensions LxWxH': '9.45 x 4.72 x 1.18 inches'}",B088TXBCB5
243,71990,"Wonder4 Electric Callus Remover - Rechargeable Electric Foot File Callus Shaver Hard Skin Remover Pedicure Tools with 3 in 1 Roller Heads, for Cracked Heels Calluses and Dead Skin",,,"{'Brand': 'Wonder4', 'Is Electric': 'Yes', 'Item Form': 'Roller', 'Style': 'Modern', 'Unit Count': '11.4 Ounce'}",B08BRS98SF
244,72570,Easydew EX Repair Control Renewal Moisture 1.70 fl.oz.,,,"{'Brand': 'EASYDEW', 'Item Form': 'Cream', 'Unit Count': '1.7 Fl Oz', 'Number of Items': '1', 'Skin Type': 'Sensitive,All Skin Types', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.69 x 2.87 x 2.52 inches; 3.53 Ounces'}",B01N7A5AGF
245,72768,"2oz / 60ml Glass Spray Bottles for DIY Refill, Essential Oils, Pillow Mists,Fine Mist Spray -3Packs Amber Color",,,"{'Brand': 'EagleKing', 'Material': 'Glass', 'Capacity': '2 Ounces', 'Number of Items': '3', 'Special Feature': 'Mist Spray', 'Package Dimensions': '6.3 x 6.1 x 1.7 inches; 8.78 Ounces'}",B088YHN4JT
246,72839,Avajar Blue LED Hydrating Cream Mask 5 Pack - Hydrating Face Masks for Women | Moisturizing Face Mask for Girls | Collagen Face Sheet Masks Set | Korean Face Mask Sheets Pack | Sheet Mask For Face,,,"{'Brand': 'a DAILY SELF-CARE COSMETICS avajar', 'Item Form': 'Cream, Sheet', 'Product Benefits': 'Hydrating,Moisture', 'Scent': 'Hydrating', 'Skin Type': 'Sensitive', 'Product Dimensions': '5.67 x 0.98 x 7.28 inches; 6.38 Ounces'}",B083B67373
247,73121,"EASYDEW Starter Moist Whip Foam 5.07 fl oz - Non-Drying, Gentle & Purifying Foaming Cleanser with Ceramide I Exfoliating Daily Face Wash that Removes Dirts and Makeup",,,"{'Item Form': 'Cream', 'Skin Type': 'All, Oily to combination skin, Normal to dry skin, Sensitive to acne-prone skin', 'Brand': 'EASYDEW', 'Scent': 'Light floral', 'Material Feature': 'Cruelty Free', 'Product Dimensions': '2.28 x 1.81 x 7.01 inches; 6.74 Ounces', 'Manufacturer': 'Cosmax'}",B07YS9W97B
248,73621,Scrunchie Holder Stands with 8 Pack Large Size Scrunchies - Acrylic Hair Ties Organizer for Teenage Girls and VSCO Girls Gift Stuff,,,"{'Color': 'Yellow,Gray,White', 'Material': 'Acrylic', 'Item Form': 'Scrunchie', 'Brand': 'Beeager', 'Hair Type': 'Straight', 'Package Dimensions': '10.55 x 3.98 x 3.7 inches; 10.86 Ounces'}",B08S3B8Y5G
249,73809,Biutee Nail Stamping Plates 5pcs Templates With Stamper Scraper Set Nail Art Plates set animal flower Christmas halloween design,,7.99,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.42 x 5.75 x 1.18 inches; 5.47 Ounces', 'Item model number': 'TOOL-AT-755', 'Manufacturer': 'Biutee'}",B08G4Y4SFV
250,75091,"MAD | Cosmetic's Makeup Remover Cleansing Towelettes, Daily cleansing face wipes to remove waterproof mascara, alcohol free , with Vitamin E 25 count",,,"{'Brand': 'JUST FOR TOTS BY MAD', 'Skin Type': 'Oily', 'Unit Count': '25.00 Count', 'Number of Items': '1', 'Age Range (Description)': 'Adult', 'Product Dimensions': '6.3 x 7.87 x 1.97 inches; 7.16 Ounces', 'UPC': '685757511926'}",B0851T7HDS
251,75440,"FRESHME Mud Mask - Facial Mask Kaolinite Clay Masks Cleansing and Moisturizing Brightening Smoothing Face Mask, 3.4 fl oz",,,"{'Brand': 'FRESHME', 'Item Form': 'Clay', 'Product Benefits': 'Moisturizing', 'Skin Type': 'Acne Prone', 'Special Feature': 'Not Tested On Animals', 'Package Dimensions': '5.87 x 1.89 x 1.85 inches; 4.9 Ounces'}",B08CH5PC9W
252,75521,"QTMY Fashion Rhinestone Flower Headband,Wide Hair Hoop for Women,Hair Accessories Head Band Headwear,White","QTMY Fashion Rhinestone Flower Headband,Wide Hair Hoop for Women,Hair Accessories Head Band Headwear,White",,"{'Color': 'White', 'Age Range (Description)': 'Adult', 'Occasion': 'Wedding', 'Material': 'Pearl', 'Fabric Type': 'Velvet', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.79 x 5.51 x 1.69 inches; 4.59 Ounces'}",B0895XPZNT
253,75840,NIRA Skincare Laser & Serum Bundle - Includes Anti-Aging Laser & Hyaluronic Acid Serum - Reduces Appearance of Fine Lines & Wrinkles - FDA Cleared,,,"{'Skin Type': 'Dry', 'Product Benefits': 'Hydration', 'Use for': 'Face', 'Scent': 'Aloe', 'Brand': 'Nira'}",B08P2DZB4X
254,75975,"Eyebrow Stamp and Eyebrow Shaper Kit,One Step Brow Stamp Shaping Kit - Professional Eyebrow Powder Stamp Makeup with 24 Eyebrow Stencils 4 Eyebrow Makeup Brushes",,,"{'Brand': 'ZDU', 'Item Form': 'Powder', 'Material Feature': 'Natural', 'Package Information': 'Tube', 'Package Type': 'Box', 'Package Dimensions': '4.8 x 3.62 x 1.34 inches; 1.76 Ounces'}",B0994HWXVV
255,75998,MOSTORY Glitter Crystal Liquid Eyeshadow Set - 4 Pack Pigmented Liquid Eye shadows Matte Shimmer Metallic Quick Dry Crease Resistant Long Lasting Flake-Proof Blendable Non-Greasy Eye Makeup (4 Pack),,,"{'Brand': 'MOSTORY', 'Item Form': 'Liquid', 'Finish Type': 'Matte', 'Special Feature': 'Long last, Crease proof, Blendable', 'Product Benefits': 'Long Lasting', 'Package Dimensions': '4.84 x 4.49 x 0.87 inches; 5.11 Ounces'}",B08DK5D9J5
256,76107,"Florona Hibiscus Air Freshener Room Spray for Deep Sleep 100 ml - Pure & Unrefined Pillow Mist & Linen Spray (Hibiscus,100 ml)",,,"{'Package Dimensions': '5.75 x 1.73 x 1.69 inches; 4.73 Ounces', 'Manufacturer': 'FLORONA'}",B08T7GPT1D
257,76219,"LuminaGlow Liquid Dual Eyeliner Waterproof Vegan Black Smudge Proof Cruelty-Free Paraben-Free, 0.02oz Description of the Issue - I need to change the title to be more descriptive.",,,"{'Brand': 'LuminaGlow', 'Item Form': 'Liquid', 'Finish Type': 'Shimmery', 'Special Feature': 'Waterproof', 'Number of Items': '1', 'Package Dimensions': '6.1 x 0.98 x 0.91 inches; 0.02 Ounces', 'UPC': '810041680013'}",B09LWV3HH2
258,76852,"Spanature Olive Hand & Body Lotion Travel Size Selection, 4 Pack, Revitalizing Moisturizer for Rough and Dry Skin, Nourishing and Gentle for All Skin Types, Made In Korea - 75 ml/2.53oz",,,"{'Brand': 'Spanature', 'Item Form': 'Lotion', 'Unit Count': '1.00 Count', 'Number of Items': '4', 'Use for': 'Hands', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.1 x 1.89 x 1.5 inches; 2.4 Ounces'}",B01M24DUXH
259,77884,Gents of London Design Paste Matt Firm Hold Professional Hair Styling Wax (3 oz),,,"{'Hair Type': 'All', 'Scent': 'Aloe', 'Liquid Volume': '3 Fluid Ounces', 'Item Form': 'Wax', 'Brand': 'GENTS OF LONDON'}",B07ND4HPHT
260,77918,"UNNY CLUB Cover Glow Cushion 0.3 Oz / 11g Beige Color SPF50+, Flawless Gloss Cushion Powder Complex Single Layer Concealer Cover Moisture Essence Tight Fit, Korea Cosmetics (No.21 Light Beige)",,,"{'Item Form': 'Powder', 'Finish Type': 'Natural', 'Package Information': 'Tube', 'Brand': 'UNNY CLUB', 'Coverage': 'Light', 'Package Dimensions': '3.07 x 2.95 x 1.06 inches; 2.4 Ounces'}",B08K2WH8LK
261,78669,"Face and Body Paint Kit By Color Technik 24 Professional Oil Based Flash Colors, 2 Sets of 12 Color Palettes, 6 Paint Brushes 70 Stencils 2 Sponges Non-Toxic For Adults & Kids Halloween Painting Party",,,"{'Brand': 'Color Technik', 'Package Information': 'Palette', 'Package Type': 'Palette', 'Skin Type': 'Sensitive', 'Package Dimensions': '9 x 5 x 1 inches; 8.78 Ounces', 'Item model number': 'CTFPS24'}",B07Z548TKH
262,80072,"Karuna 7 Days of Glow - Face & Eye Mask Variety Pack (7 Sheets), Hydrate, Brighten and Glow",,,"{'Package Dimensions': '7.05 x 5.04 x 1.57 inches; 8.75 Ounces', 'UPC': '857950007333'}",B08GYJY8F2
263,80080,LXIANGN Nail Glass Cup With Lid Cute Dappen Dishes 2PCS Heart Shaped Bowl Glass Mini Crystal Bowls for Nail Art Manicure Care Tools,,,{},B08R3F946X
264,80200,"Bath Body Brush with Super Comfy Bristles for Universal Skin,Long Bamboo Handle Gentle Exfoliation Improve Skin's Health and Beauty Wet or Dry Brushing Back Scrubber for Shower","Bath Body Exfoliating Brush,Shower Back Cleaning Scrubber with Long Handle,Dry or Wet Skin Exfoliator Brush with Soft Bristles Back Washer|Perfect for Daily Hygiene and Sensitive Skin.|Soft Nylon Bristles Be Easier to produce abundant foam,Just add some gel on it and rub the bristles.|This Brush will help you a better bath experience, Feel Fresh and Renewed Every Day.|Long Reach Handle|The Extended 16 inches Long Handle Will Use More Friendly.|Note：this brush bristles is too soft so if you want to exfoliate, we recommend using it with a body scrub.",,"{'Product Dimensions': '17 x 4 x 2 inches; 7.55 Ounces', 'Manufacturer': 'Zhaoyun'}",B08N9RT9YD
265,80311,"UV LED Nail Lamp – 128W Rapid-Curing Gel Nails Dryer for Manicures and Pedicures – Dual-Voltage with Extra-Long Cable, Multi-Language Manual – Professional Gel Lamp for Homes or Salons by OVLUX, Gold",,,"{'Brand': 'OVLUX', 'Special Feature': 'Energy Efficient', 'Light Source Type': 'LED', 'Material': 'Gel', 'Connectivity Technology': 'USB', 'Package Dimensions': '9.4 x 8.3 x 4.3 inches; 1.55 Pounds', 'UPC': '765453999881'}",B08L6GXY2S
266,80315,"QTMY Crystal Gemstone Headbands Baroque Hair Accessories Head Band Fashion Headwear Hairbands for Women,Pink",,22.99,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '7.32 x 5.63 x 1.02 inches; 2.82 Ounces', 'Item model number': 'ZJ', 'Department': 'womens', 'Manufacturer': 'QTMY'}",B086Q2J3F2
267,80545,senvenski Gel Nail Polish Top and Base Coat Shine Mirror Eggshell Fur Matte Crystal Cat Eye Effect No Wipe Art Set Soak Off UV LED Lacquer Clear Resin Home Salon Use 6pcs (TB6-001),,,{},B08W4WQMNM
268,81387,"SAMYANG ABOUTME Red Recipe Super Cleansing Balm 3.04 oz. (90ml) - Soft Melting Milk Texture Makeup Cleansing Balm, Mineral Contained Nourishing & Soothing Cleansing, Rose Scented",,,{'Package Dimensions': '3.66 x 3.39 x 2.36 inches; 5.57 Ounces'},B07PHWX88W
269,81557,"RAREKIND Fade Matte Lipstick by Amorepacific - 10 Colors, Cruelty-Free Nourishing Lip Stick, Velvety-smooth, Long-Lasting Moisturizing Lipstick - 3.2g Maple Road",,,{'Package Dimensions': '3.3 x 0.9 x 0.9 inches; 0.95 Ounces'},B08BY91SGT
270,81671,"Natural Solution Himalayan Pink Salt Body Scrub with Organic Marula Essential Oil, Moisturizes and Nourishes Face & Skin - 12.3 Oz","Natural Solution Organic Marula Oil Body Scrub Exfoliate and nourish your skin with this luxurious Natural Solution body scrub made with organic marula oil. Marula oil is a natural oil & is known for its ability to moisturize and protect the skin, as well as to reduce the appearance of wrinkles and fine lines. This body scrub is also made with Himalayan pink salt, which is a natural exfoliator that helps to remove dead skin cells and leave your skin feeling smooth and soft. The scrub is gentle enough for daily use, and it is perfect for all skin types. Usage: Apply a generous amount of scrub to wet skin. Massage in circular motions for 2-3 minutes. Rinse with water. Use 2 times per week for best results. Caution: Avoid contact with eyes. If contact occurs, rinse immediately with water. Keep out of reach of children. Store in a cool, dry place. Benefits: 1- Exfoliates and removes dead skin cells 2- Moisturizes and nourishes the skin 3- Protects the skin from free radicals 4- Leaves skin feeling smooth and soft 5-Suitable for all skin types",9.99,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3.75 x 3.75 x 3.6 inches; 12.35 Ounces', 'Item model number': '8246E', 'UPC': '818581019775', 'Manufacturer': 'Natural Solution'}",B076DBLG1K
271,81672,"2 Pack Hair Towel Wrap Turban Microfiber Drying Shower and Bath, Twist Head Towels with Button, Magic Quick Dryer, Hair Care for Women and Girls, One Wrap Plus One Cap and Two Velvet Hair Bands",,,{},B0841WQNNZ
272,81765,"Follain Everybody Bar Soap | Lavender & Bergamot, Skin Moisturizing Hand & Body Cleanser with Shea Butter, Argan Oil, Hydrate for Softer Skin, Non-Drying, Rich-Lather, Cruelty Free, 5 oz",,,"{'Item Form': 'Bar', 'Skin Type': 'Sensitive', 'Brand': 'Follain', 'Scent': 'Bergamot,Lavender', 'Material Feature': 'Cru, Non GMO, Dermatologist Tested', 'Product Dimensions': '3.75 x 2.25 x 1 inches; 5.11 Ounces', 'Item model number': '692764483009', 'UPC': '692764483009'}",B086N136NH
273,82051,Biutee Poly Nail Gel Kit 15ml 0.53oz Pink Nail Extension Gel Builder Gel Long Lasting Nail Salon Nail Art Design DIY at Home Beginner Friendly…,,,{'Package Dimensions': '3.5 x 2 x 1.5 inches; 0.81 Ounces'},B085QDWHQJ
274,82306,"O.M.CHIC Mannequin Head with shoulders for wig, Display wigs Eyeglasses Necklaces and Earrings",,,"{'Package Dimensions': '18.3 x 15.7 x 9 inches; 5.1 Pounds', 'UPC': '714676502699 714676502675'}",B0998BD871
275,82571,"UNNY CLUB Cover Glow Cushion 0.3 Oz / 11g Beige Color SPF50+, Flawless Gloss Cushion Powder Complex Single Layer Concealer Cover Moisture Essence Tight Fit, Korea Cosmetics (No.23 Natural Beige)",,,{'Package Dimensions': '3.07 x 3.03 x 1.06 inches; 0.39 Ounces'},B08K2V6WGH
276,83766,"[the SAEM] Derma Plan Cleansing Bubble Pad 15pcs - One Step Gentle Makeup Cleansing Wipes Produce Fine & Dense Bubbles, Hypoallergenic Formula, Pore Clean, Mild Exfoliation",,,"{'Brand': 'THESAEM', 'Skin Type': 'Sensitive', 'Unit Count': '15.00 Count', 'Number of Items': '1', 'Age Range (Description)': 'Adult', 'Package Dimensions': '3.9 x 3.9 x 1.8 inches; 3.21 Ounces'}",B0851C4YPC
277,83776,Moisturizing Facial Emulsion for Restoring Hydrating Smoothing Skin from Manilla Natural Skincare,,,"{'Brand': 'Manilla Natural Skincare', 'Scent': 'Coconut', 'Item Form': 'Serum', 'Unit Count': '1.00 Fl Oz', 'Skin Type': 'Sensitive', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1.5 x 1.5 x 5.9 inches; 2.19 Ounces'}",B08C71WBLC
278,84679,"Foot Peel Mask For Cracked Heels, Dead Skin & Calluses - Make Your Feet Baby Soft & Get a Smooth Skin, Removes & Repairs Rough Heels",,,{'UPC': '739515020639'},B087Z9X39L
279,85167,"Follain Mattifying Moisturizer: Oil Control | Hydrating, Daily Facial Lotion, Oil-Free, Smooth Fine Lines, Supports Anti-Aging, Oil Control, Combination to Oily Skin, Peptide Complex, Cruelty Free, 1.7 fl oz",,,"{'Package Dimensions': '4 x 2 x 2 inches; 3.99 Ounces', 'UPC': '850016280022'}",B08CL46XNM
280,86273,Eye Mask Natural Mulberry 100% Silk Super Smooth Sleep Eye Mask for Eye Mask for Puffy Eyes for Dry Eyes for Dark Circles Sleeping Travel While Camping Multi Purpose Men and Women Eye Mask,,,{'Package Dimensions': '7.3 x 1.6 x 0.4 inches; 0.81 Ounces'},B07HN1L8NQ
281,86277,"Argan Magic Color Protection Hair Mask – Nourishes, Hydrates & Helps to Protect Color Treated Hair | Enriched with Moringa Oil & Botanical Extracts | Made in USA | Paraben Free | Cruelty Free (8 oz)",,13.88,"{'Brand': 'Argan Magic', 'Item Form': 'Cream', 'Material Feature': 'Natural, Cruelty Free, Paraben Free', 'Hair Type': 'Color Treated', 'Product Benefits': 'Hydrating', 'Package Dimensions': '4.45 x 4.09 x 3.43 inches; 8 Ounces', 'UPC': '605923470710'}",B07L9H27SH
282,86321,"Aloe Vera Gel 100% Natural Moisturisers - Pure Organic Fresh Soothing Aloe-Vera Moisturizing Gel Skin Hair, Aloe Leaf Wash-free Clean After Sun Face Body (8.8 oz)",,,"{'Brand': 'CIMIY', 'Scent': 'Aloe Vera', 'Item Form': 'Gel', 'Unit Count': '8.8 Fl Oz', 'Number of Items': '1', 'Product Dimensions': '5.91 x 1.57 x 1.57 inches; 11.22 Ounces'}",B086VYKNDF
283,86511,CARLA Lacto Biome Balancing Cream Skin Care for Sensitive Dry Skin Face Hydrating Moisturizer,,,"{'Brand': 'NY FASHIONCITY', 'Item Form': 'Cream', 'Unit Count': '4.3387 Ounce', 'Use for': 'Face', 'Skin Type': 'Sensitive', 'UPC': '191752068773'}",B08P7PSMRR
284,86528,Untangled Fine Tooth Pin Tail Parting Comb - For Difficult Styling and Hair Extensions,,,"{'Material': 'Stainless Steel', 'Brand': 'Untangled', 'Hair Type': 'Fine, Thin', 'Unit Count': '1.00 Count'}",B088TYPM71
285,86635,"Lesentia Tinted Moisturizer with SPF 31 – Tinted Moisturizer For Face With Spf and Blemish Concealer with All Natural Ingredients like Shea Butter, Jojoba Oil, Vitamin E and Zinc* (Medium - 2fl oz)",,,"{'Brand': ""L'esentia"", 'Scent': 'Unscented', 'Item Form': 'Oil', 'Active Ingredients': 'jojoba,vitamin e,zinc', 'Unit Count': '2.00 Fl Oz', 'Package Dimensions': '6.77 x 2.32 x 2.24 inches; 5.29 Ounces', 'UPC': '850016254009'}",B0855L611L
286,87013,"Charyeah Bath Pillow Bathtub Spa Pillow With Powerful Gripping Suctions, Comfortable and Soft 2-Panel Cushions for Head, Neck, Back and Shoulder Support,Fits Hot Tub, Jacuzzi, Spas",,,"{'Package Dimensions': '14.33 x 12.28 x 2.2 inches; 9.95 Ounces', 'UPC': '787937393473'}",B082DXHTX8
287,87204,Pine Gel Nail Polish Set 6 Colors Purple Blue Cat Eye Glitter Gel Polish 7.5 ml Soak Off UV LED Cure Home Salon Manicure,,,"{'Brand': 'Pine', 'Item Form': 'Gel', 'Type': 'Gel', 'Finish Type': 'Shimmery', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '9.524 Ounce', 'Number of Items': '6', 'Liquid Volume': '0.25 Fluid Ounces', 'Item Dimensions LxWxH': '4.84 x 2.87 x 3.58 inches', 'Product Dimensions': '4.84 x 2.87 x 3.58 inches; 9.77 Ounces', 'UPC': '738628890955'}",B085TFXLH1
288,87291,Caudalie Favorites Set,,,"{'Package Dimensions': '9.09 x 6.54 x 2.05 inches; 9.59 Ounces', 'Item model number': '2346203'}",B085NYYLQ8
289,88455,Kneipp Body Lotion (Lavender),,,"{'Brand': 'Kneipp', 'Scent': 'Lavender', 'Item Form': 'Lotion', 'Active Ingredients': 'lavender,vitamin a', 'Unit Count': '1.00 Count', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.2 x 2.72 x 13.7 inches; 7.05 Ounces'}",B01MSF13T1
290,88554,Glass Nail File - JORLAI 2PC Nano Nail Shiner Nail Files Polisher Glass Nail Buffers Professional Crystal Manicure Tools Kit for Natural Nails,,,"{'Package Dimensions': '4.2 x 2.5 x 0.4 inches; 1.59 Ounces', 'UPC': '712322500167'}",B088TGQFNM
291,88770,"obmwang 10 Pieces Metal Headband for Women's Hair, Hair Hoop Spring Wavy Hair Band Non-Slip Headwear Hair Accessories for Women Girls Men (Multicolor)",,,"{'Age Range (Description)': 'Adult', 'Material': 'Plastic, Metal', 'Brand': 'Obmwang', 'Item Form': 'Wrap', 'Package Dimensions': '7.5 x 7 x 2.1 inches; 7.2 Ounces'}",B08D6PPL42
292,88868,"TINY BUDDHA Mindfulness Gift Set Includes Soothing Bath and Shower Gel, Relaxing Pillow Spray, Calming Essential Oil Roll-On, Lychee Flower Scented Candle and Daily Mindfulness Practice Guide",,,"{'Brand': 'Tiny Buddha', 'Special Feature': 'Scented', 'Seasons': 'All Seasons', 'Item Volume': '1 Fluid Ounces', 'Unit Count': '12.00 Fl Oz', 'Package Dimensions': '8.35 x 8.07 x 2.52 inches; 1.45 Pounds', 'Manufacturer': 'KMI Brands'}",B08P5579KC
293,89153,Red Carpet Manicure Starter Kits,,49.99,"{'Color': 'RCM Essentials Starter Kit', 'Material': 'Acrylic', 'Brand': 'RC Red Carpet Manicure', 'Finish Type': 'Glossy', 'Item Form': 'Gel', 'Is Discontinued By Manufacturer': 'No', 'UPC': '817248203854', 'Manufacturer': 'RC Red Carpet Manicure/ Zupishi'}",B0BC273JJR
